id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,1,BARSAM,BARSAM NORTH,Shallow tubewell,Ground Water,Near Road,HandPump,HP-IRP(0003460343)
2,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,2,BARSAM,BARSAM NORTH,Shallow tubewell,Ground Water,NEAR SINTU YADAV,HandPump,HP-IRP(0003507662)
3,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,3,BARSAM,BARSAM NORTH,Shallow tubewell,Ground Water,"NEAR AKHLENDRA YADAV, S/O YOGENDRA YADAV",HandPump,HP-IRP(0003642608)
4,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,4,BARSAM,BARSAM NORTH,Shallow tubewell,Ground Water,"NEAR RAMCHANDRA YADAV, S/O HARI PD. YADAV",HandPump,HP-IRP(0003642673)
5,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,5,BARSAM,BARSAM NORTH,Deep tubewell,Ground Water,Anirudh Prasad Yadav,HandPump,IM-II Hand Pump(0006560484)
6,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,6,BARSAM,BARSAM NORTH,Deep tubewell,Ground Water,Beku Choudhary,HandPump,IM-II Hand Pump(0006560538)
7,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,7,BARSAM,BARSAM NORTH,Deep tubewell,Ground Water,SP 1,PWS,Mini PWS Son Barsa(0007137908)
8,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,8,BARSAM,BARSAM NORTH,Deep tubewell,Ground Water,IN VILLEGE,PWS,Mini PWS(0006534304)
9,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,9,BARSAM,BARSAM NORTH,Shallow tubewell,Ground Water,Near Road,HandPump,NC/PC(0001986100)
10,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,10,BARSAM,BARSAM NORTH,Deep tubewell,Ground Water,Near Road,HandPump,Near Kaylash Pd Yadav(0001332260)
11,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,11,BARSAM,BARSAM NORTH,Shallow tubewell,Ground Water,Middle School Barsam,HandPump,School(0001966476)
12,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,12,BARSAM,BARSAM NORTH,Deep tubewell,Ground Water,Middle School Barsam,HandPump,Sonbarsa School Scheme(0002728730)
13,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,13,BARSAM,BARSAM SOUTH,Shallow tubewell,Ground Water,Near Village,HandPump,HP-IRP(0003461123)
14,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,14,BARSAM,BARSAM SOUTH,Shallow tubewell,Ground Water,NEAR SANJAY KR. YADAV,HandPump,HP-IRP(0003507748)
15,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,15,BARSAM,BARSAM SOUTH,Shallow tubewell,Ground Water,"NEAR KASHI SAH, S/O GANGA RAM SAH",HandPump,HP-IRP(0003642727)
16,Saharsa,Simri Bakhtiyarpur,SONBARSA,BARSAM,16,BARSAM,BARSAM SOUTH,Deep tubewell,Ground Water,School Campus,PWS,Mini PWS Son Barsa(0007137908)
