id,Disctrict,AC,Block,No,GP Name,Total Detail Entered (With +ACY- Without Toilet) BLS+AC0-2012,BPL (2012),+ACI-Identified(APL, 2012)+ACI-,+ACI-UnIdentified (APL, 2012)+ACI-,+ACI-Total (UnIdentified  Identified, APL, 2012)+ACI-,Total (BPL+APL//Q-),Total HH Identified,of HH entered by name,+ACI- of Households covered 2014+AC0-2015 (including unapproved)+ACIAIg-+ACI-,+ACI- of Households Covered after Survey 2012+ACIAIg-+ACI-,of HH reported by name
1,Pashchim Champaran,Chanpatiya,Majhaulia,4,BAITHANIA BHANACHAK ,3432,2196,386,23,409,2605,2582,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
2,Pashchim Champaran,Chanpatiya,Majhaulia,6,BARWA SEMRAGHAT ,2745,1146,1400,95,1495,2641,2546,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
3,Pashchim Champaran,Chanpatiya,Majhaulia,8,CHANAIN BANDH ,3619,1763,1223,79,1302,3065,2986,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
4,Pashchim Champaran,Chanpatiya,Majhaulia,9,DHOKRAHA ,3419,1061,1411,252,1663,2724,2472,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
5,Pashchim Champaran,Chanpatiya,Majhaulia,10,DUMRI ,1649,892,316,143,459,1351,1208,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
6,Pashchim Champaran,Chanpatiya,Majhaulia,11,GARAWA HARPUR ,6061,3592,2252,47,2299,5891,5844,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
7,Pashchim Champaran,Chanpatiya,Majhaulia,16,MADHOPUR ,2378,654,1281,129,1410,2064,1935,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
8,Pashchim Champaran,Chanpatiya,Majhaulia,17,MAHNAGANI ,3438,1750,809,91,900,2650,2559,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
9,Pashchim Champaran,Chanpatiya,Majhaulia,18,MAHNWA RAMPURWA ,3702,2239,1004,232,1236,3475,3243,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
10,Pashchim Champaran,Chanpatiya,Majhaulia,22,NAUTAN KHURD ,3507,1941,1013,157,1170,3111,2954,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
11,Pashchim Champaran,Chanpatiya,Majhaulia,26,RATANMALA ,4722,1684,1997,542,2539,4223,3681,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
12,Pashchim Champaran,Chanpatiya,Majhaulia,28,SARISWA ,3770,1882,1305,90,1395,3277,3187,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
13,Pashchim Champaran,Chanpatiya,Chanpatiya,1,AURAIYA ,2739,854,825,323,1148,2002,1679,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
14,Pashchim Champaran,Chanpatiya,Chanpatiya,2,BAKULAHAR ,2237,754,859,176,1035,1789,1613,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
15,Pashchim Champaran,Chanpatiya,Chanpatiya,3,BANKAT PURAINA ,2689,1348,787,11,798,2146,2135,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
16,Pashchim Champaran,Chanpatiya,Chanpatiya,4,BETTIAH DIH ,2954,551,772,136,908,1459,1323,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
17,Pashchim Champaran,Chanpatiya,Chanpatiya,5,BHAISAHI POKHARIA ,3166,953,1037,105,1142,2095,1990,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
18,Pashchim Champaran,Chanpatiya,Chanpatiya,6,CHARGAHA ,2861,1267,712,61,773,2040,1979,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
19,Pashchim Champaran,Chanpatiya,Chanpatiya,7,CHUHARI ,2607,1272,745,70,815,2087,2017,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
20,Pashchim Champaran,Chanpatiya,Chanpatiya,8,DAKSHINI GHOGHA ,2666,1062,947,89,1036,2098,2009,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
21,Pashchim Champaran,Chanpatiya,Chanpatiya,9,GIDHA ,2477,893,868,110,978,1871,1761,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
22,Pashchim Champaran,Chanpatiya,Chanpatiya,10,GURWALIA ,3500,1125,1705,7,1712,2837,2830,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
23,Pashchim Champaran,Chanpatiya,Chanpatiya,11,JAITIA ,4118,1955,1280,13,1293,3248,3235,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
24,Pashchim Champaran,Chanpatiya,Chanpatiya,12,KHARG POKHARIA ,2919,1611,681,12,693,2304,2292,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
