id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Madhubani,Khajauli,KHAJAULI,KHAJOULI,1,AKASPURA,AKASHPURA,Shallow tubewell,Ground Water,AMOD KUMAR THAKUR S/O LATE MAHANAND THAKUR GHAR KE SAMNE SADAK KINARE,HandPump,MLA QOUTA-KHAJULI- 1(0006428746)
2,Madhubani,Khajauli,KHAJAULI,KHAJOULI,2,AKASPURA,AKASHPURA,Shallow tubewell,Ground Water,VINOD PANDEY,HandPump,MLA QUOTA- KHAJAULI(0005337366)
3,Madhubani,Khajauli,KHAJAULI,KHAJOULI,3,AKASPURA,AKASHPURA,Shallow tubewell,Ground Water,Vinod Pandey S/O Met Bhola Pandey Ghar Ke Samne,HandPump,MLA QUOTA- KHAJAULI- 2(0005510356)
4,Madhubani,Khajauli,KHAJAULI,KHAJOULI,4,AKASPURA,AKASHPURA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002683159)
5,Madhubani,Khajauli,KHAJAULI,KHAJOULI,5,AKASPURA,AKASHPURA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001977851)
6,Madhubani,Khajauli,KHAJAULI,KHAJOULI,6,KHAJAULI,GHUSKI PATTI,Deep tubewell,Ground Water,,HandPump,Choukidar Tola(0000048520)
7,Madhubani,Khajauli,KHAJAULI,KHAJOULI,7,KHAJAULI,GHUSKI PATTI,Shallow tubewell,Ground Water,BILTU YADAV S/O YUGESHWAR YADAV GHAR KE SAMNE SADAK KINARE,HandPump,MLA QOUTA-KHAJULI- 1(0006428746)
8,Madhubani,Khajauli,KHAJAULI,KHAJOULI,8,KHAJAULI,GHUSKI PATTI,Shallow tubewell,Ground Water,A,HandPump,NC/PC KHAJAULI(0006534965)
9,Madhubani,Khajauli,KHAJAULI,KHAJOULI,9,KHAJAULI,GHUSKI PATTI,Shallow tubewell,Ground Water,A,HandPump,NC/PC KHAJAULI(0006534966)
10,Madhubani,Khajauli,KHAJAULI,KHAJOULI,10,KHAJAULI,GHUSKI PATTI,Deep tubewell,Ground Water,T/W 1,HandPump,Spot Source Scheme 3(0007086586)
11,Madhubani,Khajauli,KHAJAULI,KHAJOULI,11,KHAJAULI,KHAJOULI,Shallow tubewell,Ground Water,Aw w  Center Thahar 42,HandPump,Anganw ari Khajauli Block(0005467456)
12,Madhubani,Khajauli,KHAJAULI,KHAJOULI,12,KHAJAULI,KHAJOULI,Shallow tubewell,Ground Water,S/M Usha Devi H/O Umesh Choodhary Ghar Ke Samne Suraj Kumar,HandPump,MLA QUOTA- KHAJAULI- 2(0005510356)
13,Madhubani,Khajauli,KHAJAULI,KHAJOULI,13,KHAJAULI,KHAJOULI,Shallow tubewell,Ground Water,Singh S/O Met Danim Lal Choodhary Ghar Ke Samne,HandPump,MLA QUOTA- KHAJAULI- 2(0005510356)
14,Madhubani,Khajauli,KHAJAULI,KHAJOULI,14,KHAJAULI,KHAJOULI,Shallow tubewell,Ground Water,U.M.S CHAPRARI DORBAR,HandPump,SCHOOL T/W- KHAJAULI(0006559688)
15,Madhubani,Khajauli,KHAJAULI,KHAJOULI,15,KHAJAULI,KHAJOULI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001977848)
16,Madhubani,Khajauli,KHAJAULI,KHAJOULI,16,KHAJAULI,NORTH TOL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001977848)
17,Madhubani,Khajauli,KHAJAULI,KHAJOULI,17,KHAJAULI,NORTH TOL,Shallow tubewell,Ground Water,Ramasish Mahto S/O Ram Lal Mehra,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W KHAJAULI(0006352229)
18,Madhubani,Khajauli,KHAJAULI,KHAJOULI,18,KHAJAULI,SANT NAGAR,Shallow tubewell,Ground Water,Aw w  Center .46,HandPump,Anganw ari Hp Khajauli 1(0005252468)
19,Madhubani,Khajauli,KHAJAULI,KHAJOULI,19,KHAJAULI,SANT NAGAR,Shallow tubewell,Ground Water,Aw w  Center .46,HandPump,Anganw ari Khajauli Block(0005467456)
20,Madhubani,Khajauli,KHAJAULI,KHAJOULI,20,KHAJAULI,SANT NAGAR,Shallow tubewell,Ground Water,RAJ KISHOR SINGH S/O SR KIRSNA SINGH GHAR KE SAMNE SADAK KINARE LAXMIPUR,HandPump,MLA QOUTA-KHAJULI- 1(0006428746)
21,Madhubani,Khajauli,KHAJAULI,KHAJOULI,21,KHAJAULI,SANT NAGAR,Shallow tubewell,Ground Water,P.S Santnagar,HandPump,SCHOOL T/W- KHAJAULI- 2(0006184576)
22,Madhubani,Khajauli,KHAJAULI,KHAJOULI,22,KHAJAULI,SANT NAGAR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001977848)
23,Madhubani,Khajauli,KHAJAULI,KHAJOULI,23,KHAJAULI,SANT NAGAR,Shallow tubewell,Ground Water,Fuleshw ar Das,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W KHAJAULI(0006352229)
24,Madhubani,Khajauli,KHAJAULI,KHAJOULI,24,KHAJAULI,SOUTHTOL,Shallow tubewell,Ground Water,A,HandPump,NC/PC KHAJAULI(0006539419)
25,Madhubani,Khajauli,KHAJAULI,KHAJOULI,25,KHAJAULI,SOUTHTOL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001977848)
26,Madhubani,Khajauli,KHAJAULI,KHAJOULI,26,LAXMIPUR,LAXMIPUR,Shallow tubewell,Ground Water,A,HandPump,NC/PC KHAJAULI(0006534965)
27,Madhubani,Khajauli,KHAJAULI,KHAJOULI,27,LAXMIPUR,LAXMIPUR,Shallow tubewell,Ground Water,A,HandPump,NC/PC KHAJAULI(0006534966)
28,Madhubani,Khajauli,KHAJAULI,KHAJOULI,28,LAXMIPUR,LAXMIPUR,Shallow tubewell,Ground Water,B,HandPump,NC/PC KHAJAULI(0006539419)
29,Madhubani,Khajauli,KHAJAULI,KHAJOULI,29,LAXMIPUR,LAXMIPUR,Shallow tubewell,Ground Water,A,HandPump,NC/PC KHAJAULI(0006539419)
30,Madhubani,Khajauli,KHAJAULI,KHAJOULI,30,LAXMIPUR,LAXMIPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002683152)
31,Madhubani,Khajauli,KHAJAULI,KHAJOULI,31,LAXMIPUR,LAXMIPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001977849)
32,Madhubani,Khajauli,KHAJAULI,KHAJOULI,32,MADNA,MADNA,Shallow tubewell,Ground Water,Aw w  Center .43,HandPump,Anganw ari Hp Khajauli 1(0005252468)
33,Madhubani,Khajauli,KHAJAULI,KHAJOULI,33,MADNA,MADNA,Shallow tubewell,Ground Water,Aw w  Center .43,HandPump,Anganw ari Khajauli Block(0005467456)
34,Madhubani,Khajauli,KHAJAULI,KHAJOULI,34,MADNA,MADNA,Shallow tubewell,Ground Water,Rajkumar Singh S/O Nebilal Singh Ghar Ke Samne,HandPump,MLA QUOTA- KHAJAULI- 2(0005510356)
35,Madhubani,Khajauli,KHAJAULI,KHAJOULI,35,MADNA,MADNA,Shallow tubewell,Ground Water,Bhola Parsad Singh S/O Jaynath Singh Ghar Ke Samne,HandPump,MLA QUOTA- KHAJAULI- 2(0005510356)
36,Madhubani,Khajauli,KHAJAULI,KHAJOULI,36,MADNA,MADNA,Deep tubewell,Ground Water,Nc/Pc Scheme For Khajauli Block,SPOT,Nc/Pc Scheme For Khajauli Block(0004563233)
37,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,1,PARSA,HATHHA PUR,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Basopatti Block Ht Scheme(0004666231)
38,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,2,PARSA,HATHHA PUR,Shallow tubewell,Ground Water,KUSHESHWAR DAS S/O PANCHU DAS GHAR KE SAMNE SADAK KINARE,HandPump,MLA QOUTA- BASOPATTI (2013-14) (0006782671)
39,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,3,PARSA,HATHHA PUR,Shallow tubewell,Ground Water,Sadak Kinre,HandPump,NC/PC BASOPATTI(0005694817)
40,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,4,PARSA,HATHHA PUR,Deep tubewell,Ground Water,Road Side Me,HandPump,Ram Udgar Ram(0000049205)
41,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,5,PARSA,HATHHA PUR,Shallow tubewell,Ground Water,P.S Hathapur Parsa,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
42,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,6,PARSA,HATHHA PUR,Shallow tubewell,Ground Water,P.S Hathapur Mushari,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
43,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,7,PARSA,HATHHA PUR,Shallow tubewell,Ground Water,P.MAK Hatthpur,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
44,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,8,PARSA,HATHHA PUR,Deep tubewell,Ground Water,N.P.S NARKTIYA EAST,HandPump,SPOT SOURCES(0002719052)
45,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,9,PARSA,HATHHA PUR,Shallow tubewell,Ground Water,Ram Gulam Yadav,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD BASOPATTI(0005819863)
46,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,10,PARSA,HATHHA PUR,Shallow tubewell,Ground Water,Bipti Mahra,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD BASOPATTI(0005819863)
47,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,11,PARSA,MANAPATTI,Deep tubewell,Ground Water,Road Side Me,HandPump,Basopatti Block Ht Scheme(0004666231)
48,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,12,PARSA,MANAPATTI,Shallow tubewell,Ground Water,RAM NARESH YADAV S/O PARMESHWAR YADAV GHAR KE SAMNE SADAK KINARE,HandPump,MLA QOUTA- BASOPATTI (2013-14) (0006782671)
49,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,13,PARSA,MANAPATTI,Shallow tubewell,Ground Water,RAM JANKI MANDIR PARISAR SADAK KINARE,HandPump,MLA QOUTA- BASOPATTI (2013-14) (0006782671)
50,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,14,PARSA,MANAPATTI,Shallow tubewell,Ground Water,Bhogendar Thakur S/O Ramgulam Thakur Ghar Ke Niket,HandPump,MLA QUOTA- BASOPATTI- 3(0005676517)
51,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,15,PARSA,MANAPATTI,Shallow tubewell,Ground Water,A,HandPump,NC/PC BASOPATTI(0006534300)
52,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,16,PARSA,MANAPATTI,Shallow tubewell,Ground Water,A,HandPump,NC/PC BASOPATTI(0006538918)
53,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,17,PARSA,MANAPATTI,Shallow tubewell,Ground Water,N.P.S Manapatti South,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
54,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,18,PARSA,MANAPATTI,Deep tubewell,Ground Water,MANAPATTI SOUTH,HandPump,SPOT SOURCES(0002719064)
55,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,19,PARSA,PARSA,Shallow tubewell,Ground Water,Aw c No-82,HandPump,ANGANWARDI T/W - BASOPATTI(0006356820)
56,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,20,PARSA,PARSA,Shallow tubewell,Ground Water,Aw c No-76,HandPump,ANGANWARDI T/W - BASOPATTI(0006356820)
57,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,21,PARSA,PARSA,Shallow tubewell,Ground Water,SATAYNARYAN PASWAN S/O LATE LAXMI PASWAN GHAR KE SAMNE SADAK KINARE,HandPump,MLA QOUTA- BASOPATTI (2013-14) (0006782671)
58,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,22,PARSA,PARSA,Shallow tubewell,Ground Water,MAHADEV MANDIR PARISAR,HandPump,MLA QOUTA- BASOPATTI (2013-14) (0006782671)
59,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,23,PARSA,PARSA,Shallow tubewell,Ground Water,Tanuk Lal Yadav S/O Uchit Yadav Ghar Ke Niket Panchratan,HandPump,MLA QUOTA- BASOPATTI- 3(0005676517)
60,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,24,PARSA,PARSA,Shallow tubewell,Ground Water,Siyabar Yadav S/O Jayvir Yadav Ghar Ke Niket Birpur Gw ala Tola,HandPump,MLA QUOTA- BASOPATTI- 3(0005676517)
61,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,25,PARSA,PARSA,Shallow tubewell,Ground Water,Naval Kishor Gupta Dukan Ke Samne,HandPump,MLA QUOTA- BASOPATTI- 3(0005676517)
62,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,26,PARSA,PARSA,Shallow tubewell,Ground Water,Ramchandra Sada S/O Met Pulkit Sada Ghar Ke Niket Mushari,HandPump,MLA QUOTA- BASOPATTI- 3(0005676517)
63,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,27,PARSA,PARSA,Shallow tubewell,Ground Water,U.M.S MANAPATTI,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
64,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,28,PARSA,PARSA,Shallow tubewell,Ground Water,P.S.PANCHRATN,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
65,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,29,PARSA,PARSA,Shallow tubewell,Ground Water,P.S. MAV MUSHARI HATTHAPUR,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
66,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,30,PARSA,PARSA,Shallow tubewell,Ground Water,N.P.S. PARSA MALITOL,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
67,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,31,PARSA,PARSA,Shallow tubewell,Ground Water,P.S Gw alatol Birpur,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
68,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,32,PARSA,PARSA,Shallow tubewell,Ground Water,N.P.S Panchratan East,HandPump,SCHOOL T/W- BASOPATTI- 1(0006173164)
69,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,33,PARSA,PARSA,Deep tubewell,Ground Water,Road Side Me,HandPump,Spot Source(0004037714)
70,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,34,PARSA,PARSA,Deep tubewell,Ground Water,MANAPATTI SOUTH,HandPump,SPOT SOURCES(0002719065)
71,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,35,PARSA,PARSA,Deep tubewell,Ground Water,P.S. PARSA MUSHARI,HandPump,SPOT SOURCES(0002719074)
72,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,36,PARSA,PARSA,Deep tubewell,Ground Water,N.P.S. PARSA MALITOL,HandPump,SPOT SOURCES(0002719075)
73,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,37,PARSA,PARSA,Deep tubewell,Ground Water,U.M.S MOHANPATTI,HandPump,SPOT SOURCES(0002719082)
74,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,38,PARSA,PARSA,Deep tubewell,Ground Water,HATTHAPUR PARSA,HandPump,SPOT SOURCES(0002719084)
75,Madhubani,Khajauli,BASOPATTI,HATHHAPUR PARSA,39,PARSA,PARSA,Deep tubewell,Ground Water,U.M.S MANAPATTI,HandPump,SPOT SOURCES(0002719090)
