id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Khagaria,Khagaria,MANSI,SAIDPUR,1,SAIDPUR,MUSHARI NAYABAS,Deep Tubew ell,Ground Water,,HandPump,Mansi Block Ht Scheme(0004010536)
2,Khagaria,Khagaria,MANSI,SAIDPUR,2,SAIDPUR,MUSHARI NAYABAS,Shallow Tubew ell,Ground Water,,HandPump,Mansi New  Sinking H.T. Water Supply(0001988538)
3,Khagaria,Khagaria,MANSI,SAIDPUR,3,SAIDPUR,MUSHARI NAYABAS,Shallow Tubew ell,Ground Water,Kamlesh Sharma,HandPump,MUKHYA MANTARI CHAPAKAL YOZANA(0007074644)
4,Khagaria,Khagaria,MANSI,SAIDPUR,4,SAIDPUR,MUSHARI NAYABAS,Shallow Tubew ell,Ground Water,Chandradeo Yadav,HandPump,MUKHYA MANTARI CHAPAKAL YOZANA(0007074644)
5,Khagaria,Khagaria,MANSI,SAIDPUR,5,SAIDPUR,MUSHARI NAYABAS,Shallow Tubew ell,Ground Water,Durbala Devi/ Pati Viro Yadav,HandPump,MUKHYA MANTARI CHAPAKAL YOZANA(0007074644)
6,Khagaria,Khagaria,MANSI,SAIDPUR,6,SAIDPUR,MUSHARI NAYABAS,Shallow Tubew ell,Ground Water,Chunni Lal,HandPump,Sustainable T/W(0006952680)
7,Khagaria,Khagaria,MANSI,SAIDPUR,7,SAIDPUR,SAIDPUR,Deep Tubew ell,Ground Water,HIGH SCHOOL SAIDPUR,HandPump,IM-II NRDWP SUSTAINABLE T/W(SHREE SHAILENDAR KUMAR F2/01/2013-14) (0006493289)
8,Khagaria,Khagaria,MANSI,SAIDPUR,8,SAIDPUR,SAIDPUR,Deep Tubew ell,Ground Water,KANYA VIDYALAYA SAIDPUR,HandPump,IM-II NRDWP SUSTAINABLE T/W(SHREE SHAILENDAR KUMAR F2/01/2013-14) (0006493289)
9,Khagaria,Khagaria,MANSI,SAIDPUR,9,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,SUDIN YADAV,HandPump,INSTALLATION OF HAND PUMPS(0001960766)
10,Khagaria,Khagaria,MANSI,SAIDPUR,10,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,MAHESH SAH,HandPump,INSTALLATION OF HAND PUMPS(0001960769)
11,Khagaria,Khagaria,MANSI,SAIDPUR,11,SAIDPUR,SAIDPUR,Deep Tubew ell,Ground Water,Near Pcc Road,HandPump,Mansi Block Ht Scheme(0004010536)
12,Khagaria,Khagaria,MANSI,SAIDPUR,12,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,Middlw  School,HandPump,MANSI H.T. Water Supply Scheme(0001985938)
13,Khagaria,Khagaria,MANSI,SAIDPUR,13,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,Vikash Kumar,HandPump,MANSI H.T. Water Supply Scheme(0001985938)
14,Khagaria,Khagaria,MANSI,SAIDPUR,15,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,Vikash Singh,HandPump,MANSI H.T. Water Supply Scheme(0001985938)
15,Khagaria,Khagaria,MANSI,SAIDPUR,16,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,Maktab,HandPump,MANSI H.T. Water Supply Scheme(0001985938)
16,Khagaria,Khagaria,MANSI,SAIDPUR,17,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,Samudaik Bhaw an,HandPump,MANSI H.T. Water Supply Scheme(0001985938)
17,Khagaria,Khagaria,MANSI,SAIDPUR,18,SAIDPUR,SAIDPUR,Shallow Tubew ell,Ground Water,Ramvinai Yadav,HandPump,MUKHYA MANTARI CHAPAKAL YOZANA(0007074644)
