id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Supaul,Nirmali,NIRMALI,KAMALPUR,1,BANANIA,BANAINIA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Nirmali Block,SPOT,Nc/Pc Scheme For Nirmali Block(0004532804)
2,Supaul,Nirmali,NIRMALI,KAMALPUR,2,BANANIA,BANAINIA,Deep Tubew ell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Nirmali Block(0004532804)
3,Supaul,Nirmali,NIRMALI,KAMALPUR,3,BANANIA,BANAINIA,Deep Tubew ell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Nirmali Block(0004532804)
4,Supaul,Nirmali,NIRMALI,KAMALPUR,4,BANANIA,BANAINIA,Shallow Tubew ell,Ground Water,Inside Habitation,HandPump,Spot Source(0006546932)
5,Supaul,Nirmali,NIRMALI,KAMALPUR,5,BANANIA,MAHATO TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Nirmali Block,SPOT,Nc/Pc Scheme For Nirmali Block(0004532805)
6,Supaul,Nirmali,NIRMALI,KAMALPUR,6,BANANIA,MAHATO TOLA,Deep Tubew ell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Nirmali Block(0004532805)
7,Supaul,Nirmali,NIRMALI,KAMALPUR,7,BANANIA,MAHATO TOLA,Deep Tubew ell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Nirmali Block(0004532805)
8,Supaul,Nirmali,NIRMALI,KAMALPUR,8,BANANIA,MAHATO TOLA,Shallow Tubew ell,Ground Water,Inside Habitation,HandPump,Spot Source(0006546933)
9,Supaul,Nirmali,NIRMALI,KAMALPUR,9,DHARHARA,DHARHARA,Shallow Tubew ell,Ground Water,,HandPump,ARWSP(0001546145)
10,Supaul,Nirmali,NIRMALI,KAMALPUR,10,DHARHARA,DHARHARA,Shallow Tubew ell,Ground Water,Inside Habitation,HandPump,ARWSP(0001546145)
11,Supaul,Nirmali,NIRMALI,KAMALPUR,11,DHARHARA,DHARHARA,Shallow Tubew ell,Ground Water,Inside Habitation,HandPump,ARWSP(0001546145)
12,Supaul,Nirmali,NIRMALI,KAMALPUR,12,DHARHARA,DHARHARA,Shallow Tubew ell,Ground Water,Inside Habitation,HandPump,Spot Source(0006546934)
13,Supaul,Nirmali,NIRMALI,KAMALPUR,13,DHARHARA,HARIJAN TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Nirmali Block,SPOT,Nc/Pc Scheme For Nirmali Block(0004532806)
