id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,1,MADHEPUR,BAZAR,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHEPUR(0006535332)
2,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,2,MADHEPUR,BAZAR,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHEPUR(0006541778)
3,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,3,MADHEPUR,BAZAR,Deep tubewell,Ground Water,Madhepur Bazar Me,HandPump,Spot Source(0002678372)
4,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,4,MADHEPUR,CHAUDHARY TOL,Shallow tubewell,Ground Water,N/C P/C Madhepur Block,HandPump,NC/PC MADHEPUR- 2(0005704793)
5,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,5,MADHEPUR,CHAUDHARY TOL,Shallow tubewell,Ground Water,N/C P/C Madhepur Block,HandPump,NC/PC MADHEPUR- 2(0005704793)
6,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,6,MADHEPUR,CHAUDHARY TOL,Shallow tubewell,Ground Water,N/C P/C Madhepur Block,HandPump,NC/PC MADHEPUR- 2(0005704793)
7,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,7,MADHEPUR,CHAUDHARY TOL,Shallow tubewell,Ground Water,N/C P/C Madhepur Block,HandPump,NC/PC MADHEPUR- 2(0005704793)
8,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,8,MADHEPUR,CHAUDHARY TOL,Shallow tubewell,Ground Water,N/C P/C Madhepur Block,HandPump,NC/PC MADHEPUR- 2(0005704793)
9,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,9,MADHEPUR,CHAUDHARY TOL,Deep tubewell,Ground Water,Chndan Yadav Ke Ghar Ke Pas,HandPump,Spot Source (Ht) Scheme(0004690854)
10,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,10,MADHEPUR,CHAUDHARY TOL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001976668)
11,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,11,MADHEPUR,DOM TOL,Deep tubewell,Ground Water,Anand Kumar Ke Ghar Ke Pas,HandPump,Tin Konma Near Bridge(0000045155)
12,Madhubani,Phulparas,MADHEPUR,MADHEPUR EAST,12,MADHEPUR,HARIJAN TOL,Deep tubewell,Ground Water,Chow k Par Harijan Tol,HandPump,Fuleshw ar Sadai(0000045148)
